order_order_id,order_customer_id,order_order_date,order_order_status,order_order_total,customer_customer_id,customer_contact_id,customer_customer_since,customer_status,customer_segment,contact_contact_id,contact_email,contact_full_name,contact_phone,contact_country,contact_city,contact_address_line1,contact_company_name,contact_job_title,product_product_id,product_product_name,product_category,product_brand,product_list_price
O2587,CU1267,2025-12-29,shipped,3477.95,CU1267,C2777,2025-07-08,inactive,retail,C2777,gardnerjessica@cross-thompson.net,Aaron Jones,888.216.3885,Egypt,Christopherland,"9867 Tiffany Port Suite 543
South Derektown, OR 28304",Huffman-Lewis,Youth worker,P497,consectetur,Electronics,Lowe-Graham,2867.07
O2588,CU60,2025-11-06,shipped,149.41,CU60,C1369,2026-02-10,inactive,corporate,C1369,frankkayla@yahoo.com,Stephanie Parker,392.028.8092x45382,Egypt,East Ianhaven,"40295 Thomas Streets Apt. 509
Port Joanna, SD 20344",Robinson-Conley,Lexicographer,P32,quos,Clothing,Meza-Harper,1801.15
O2589,CU566,2025-05-27,shipped,5599.97,CU566,C2408,2023-09-14,inactive,corporate,C2408,veronicacannon@holmes.org,Jennifer Long,523-281-8180x58066,Egypt,West Charles,"940 Garcia Landing Apt. 935
South Sherryview, IN 16372",Cummings Inc,Museum/gallery exhibitions officer,P4,aliquam,Clothing,Wright Ltd,1165.94
O2590,CU2744,2026-01-28,pending,869.9,CU2744,C2187,2024-05-03,inactive,retail,C2187,bdelacruz@rice.com,Kevin Brown,(381)279-6106x031,Egypt,Joshuamouth,"806 Rice Isle Apt. 463
West Michael, HI 29785","Hughes, Hendricks and Thomas",Recycling officer,P457,fuga,Food,Peterson-Matthews,93.73
O2591,CU999,2025-10-18,shipped,3775.56,CU999,C2804,2022-11-23,inactive,retail,C2804,wallmatthew@gmail.com,Cheryl Long,(068)844-1951x1988,Egypt,South Haley,"32482 Lisa Square
Philipfort, MD 43061","Cook, Alexander and Kim",Medical sales representative,P22,reiciendis,Electronics,Coleman-Anderson,1669.25
O2592,CU2376,2026-02-10,cancelled,6221.68,CU2376,C688,2022-12-07,active,retail,C688,erin92@gmail.com,Michael Wright,441-536-4959x13885,Egypt,Port Ruben,"77433 Powell Camp Apt. 876
Billyton, CA 99791","Perez, Moore and Madden",Management consultant,P202,nisi,Electronics,Gordon Inc,4690.9
O2593,CU204,2026-03-27,shipped,6807.23,CU204,C2885,2022-12-29,inactive,corporate,C2885,johnsontimothy@delacruz.net,Jill Allen,001-547-476-9301x88327,Egypt,Lake Benjaminview,"315 Stevenson Prairie Suite 560
Lake Carlos, WA 16218",Young-Williams,Equities trader,P219,vitae,Food,Dean PLC,2588.33
O2594,CU2345,2024-06-30,shipped,5040.04,CU2345,C2641,2022-06-30,active,retail,C2641,victor27@yahoo.com,Joshua Stone,807-505-6776x96247,Egypt,Branditown,"34090 Gould Drive Suite 311
East Loretta, DE 74023","Dennis, Morris and Hickman",Clinical biochemist,P450,ipsa,Clothing,Guerrero LLC,2373.08
O2595,CU1319,2025-12-06,pending,4251.86,CU1319,C2137,2021-07-03,active,corporate,C2137,john79@hotmail.com,Jacob Bennett,028-473-8086x28599,Egypt,Timothyshire,"87479 Robert Streets Apt. 868
West Michele, NJ 10093",Shelton-Black,Accommodation manager,P336,unde,Clothing,Martin PLC,2608.6
O2596,CU350,2026-04-28,pending,7663.65,CU350,C213,2022-12-07,inactive,retail,C213,ashley34@gmail.com,Courtney Bryant,(696)650-5363x269,Egypt,North Jennifershire,"4437 Kennedy Row Suite 286
North Williamville, TN 86680","Hale, Taylor and Small",Mental health nurse,P240,asperiores,Clothing,"Vargas, Morris and Adams",4723.75
O2597,CU64,2025-12-25,cancelled,9097.2,CU64,C1405,2025-01-19,active,corporate,C1405,justinwhite@yahoo.com,Anthony Rodriguez,+1-817-136-1047x81009,Egypt,Samuelmouth,"48364 Anderson Pass
Alexanderbury, NE 01611",Jones-Perry,"Accountant, chartered",P69,officiis,Food,Henry LLC,86.74
O2598,CU65,2024-11-09,shipped,5281.37,CU65,C1304,2023-05-12,active,retail,C1304,marybenson@becker-henry.com,Lisa Melton,+1-865-903-9208x2957,Egypt,East Katherineville,"44940 Lopez Village
North Ricardoborough, HI 44173","Wilson, Williams and Thompson",Financial adviser,P127,quae,Clothing,Cruz Inc,4215.59
O2599,CU723,2025-06-21,cancelled,1788.45,CU723,C2036,2022-04-11,active,retail,C2036,sarah94@gmail.com,Marc Peterson,386-549-8735x09873,Egypt,West Cassandrafort,"18239 Erin Road
Roymouth, KS 44839","Dunn, Hartman and Sanchez",Tax inspector,P210,dicta,Food,"Jackson, Medina and Campbell",1409.78
O2600,CU2164,2026-01-04,cancelled,6342.61,CU2164,C403,2025-03-12,inactive,corporate,C403,banksalyssa@mendoza.net,Daisy James,598-453-5543x52616,Egypt,Julianchester,"30855 Michael Ways
Lake Brittany, WY 96896",Glass Inc,Sports therapist,P25,eius,Food,Lawrence-Keller,3052.3
O2601,CU1425,2025-07-20,pending,1454.18,CU1425,C1379,2023-06-04,inactive,corporate,C1379,warneralan@hall.com,Kevin Williams,(614)740-6063x89105,Egypt,Williammouth,"6255 Stephanie Forks Apt. 993
South Michaelton, NH 22006",Owens PLC,Marine scientist,P359,dicta,Food,"Figueroa, Johns and Jones",4520.48
O2602,CU603,2024-06-20,cancelled,4386.19,CU603,C774,2024-01-09,active,retail,C774,claytonhayley@schneider.com,Kelly Brown DDS,001-383-795-6755x255,Egypt,Ortizside,"034 Darren River Suite 037
Josephchester, HI 99229","Lindsey, Scott and Stark",Industrial buyer,P277,assumenda,Food,Cruz-Garcia,3768.51
O2603,CU344,2025-09-12,pending,4659.07,CU344,C625,2024-07-05,inactive,corporate,C625,allisonmartinez@ross-clark.com,Jennifer Lewis,913.719.2477x1437,Egypt,Sandrastad,"4558 Holland Manors Suite 653
Pattersonview, WI 56679",Martinez-Gomez,Armed forces technical officer,P137,ex,Clothing,"Curtis, Stevens and Rogers",225.73
O2604,CU1539,2024-11-09,cancelled,4735.99,CU1539,C183,2022-02-27,inactive,corporate,C183,romantimothy@mcdonald-henry.com,Christina Rodriguez,455.723.4584x5761,Egypt,Allenview,"8276 Michelle Lane
East Gloria, UT 83760",Fisher-Flores,Ceramics designer,P131,ducimus,Electronics,Parsons-Garcia,3640.78
O2605,CU2200,2025-01-14,pending,6714.66,CU2200,C2597,2025-01-27,active,corporate,C2597,millerjackie@bates.net,Brian Barnes,+1-551-235-0344x27872,Egypt,East Shaneshire,"662 Harris Square Apt. 450
Simonland, WV 32811",Wilson Ltd,Police officer,P112,officiis,Electronics,Buckley-Mitchell,184.92
O2606,CU2858,2026-02-19,pending,8991.13,CU2858,C320,2021-07-05,inactive,retail,C320,cmiller@valentine.org,Jonathan Haley,(757)480-2983,Egypt,Jamesburgh,"03703 Morris Centers
Allenstad, KS 79002",Martin Group,"Engineer, maintenance (IT)",P35,suscipit,Clothing,"Williams, Peters and Anderson",1005.38
O2607,CU1386,2024-11-15,pending,432.84,CU1386,C1147,2025-09-11,inactive,corporate,C1147,annettejones@gmail.com,James Long,297.330.4988x52349,Egypt,Amandaborough,"2026 Rowe Land Apt. 121
Lake Joyceview, MI 82890",Anderson-Ortega,Television floor manager,P349,voluptate,Food,Pennington-Butler,3558.24
O2608,CU2796,2026-04-05,shipped,8193.58,CU2796,C2426,2025-01-24,active,retail,C2426,ryanfrank@miranda.biz,Victoria Vincent,(459)266-4092x093,Egypt,Smithtown,"019 Schroeder Knoll
Adrianland, NH 74299",Vasquez Group,Geoscientist,P258,natus,Food,Hansen PLC,2650.03
O2609,CU2986,2025-12-21,cancelled,2341.95,CU2986,C796,2022-07-29,active,retail,C796,kennethlopez@gmail.com,John Shah,001-936-143-4192x892,Egypt,New Tina,"291 Benjamin Trail Suite 345
New William, DC 01492","Perry, Sanders and Morgan",Manufacturing engineer,P299,eligendi,Clothing,Mills-Hanson,2316.15
O2610,CU157,2025-05-14,cancelled,4875.97,CU157,C1927,2025-09-28,inactive,retail,C1927,jessica01@andrews-sanchez.com,Kathleen Powers,4632607073,Egypt,Michelleberg,"69281 Kenneth Forks
Dianaport, NM 02179",Williams Ltd,Occupational psychologist,P210,dicta,Food,"Jackson, Medina and Campbell",1409.78
O2611,CU2778,2025-11-09,cancelled,7324.0,CU2778,C1347,2026-04-01,active,corporate,C1347,lopezevan@martinez.info,Keith Brown,+1-170-280-9729x7161,Egypt,North Kennethchester,"9049 Brown Spring
Lake Katherine, RI 75541","Brooks, Hall and Medina","Psychologist, prison and probation services",P371,perferendis,Electronics,Ruiz-Jones,4772.18
O2612,CU671,2025-04-20,shipped,3828.1,CU671,C788,2021-08-27,inactive,corporate,C788,wolfemargaret@hotmail.com,Teresa Wilson,(596)312-5222x22943,Egypt,Paulbury,"0898 Ruiz Trace Suite 734
Colleenhaven, HI 04576",Phillips and Sons,"Therapist, sports",P58,beatae,Food,Anthony Ltd,462.7
O2613,CU152,2024-08-03,cancelled,3347.0,CU152,C2865,2025-08-09,active,retail,C2865,matthew28@arellano.info,Crystal Ali,930-628-4738,Egypt,South April,"6603 Ramos Lane Apt. 928
Webbton, NV 47442",Sanders-Ward,"Engineer, chemical",P451,minus,Food,Luna-Buchanan,3527.19
O2614,CU2325,2025-10-29,shipped,8555.83,CU2325,C2351,2024-09-03,inactive,corporate,C2351,amandahoffman@barker.com,Nicholas Elliott,712-136-5855,Egypt,Lake Priscillaborough,"32387 Sandra Ports Suite 518
Kathleenfort, WY 22656",Lewis-Bush,Astronomer,P211,vero,Clothing,"Webster, Hicks and Farley",2374.69
O2615,CU1084,2024-10-22,pending,3662.56,CU1084,C394,2024-01-18,active,corporate,C394,dixonraymond@hotmail.com,Jessica Williams,839-578-2063x096,Egypt,Lake Stephanie,"PSC 4406, Box 0643
APO AP 81158","Munoz, Brown and Martinez",Make,P410,aliquid,Food,"Mendez, Boyd and Boyd",3560.45
O2616,CU2132,2025-02-24,pending,3828.54,CU2132,C809,2026-04-17,active,corporate,C809,zwhite@gmail.com,Lori Cortez,963-402-9874x0052,Egypt,Brianberg,"08371 Sanchez Views Apt. 882
Owensshire, GA 10487","Mills, Sanders and Reed",Financial adviser,P154,nobis,Food,Brewer-Rivera,3354.78
O2617,CU2348,2026-03-16,cancelled,6183.55,CU2348,C1690,2021-07-18,inactive,corporate,C1690,alexis73@valentine-smith.com,Lauren Haas,+1-570-674-9710x6137,Egypt,Matthewfort,"027 Kelly Trail Apt. 334
North Alexistown, HI 70227",Smith Group,Gaffer,P235,iusto,Clothing,Bishop-Hamilton,538.32
O2618,CU963,2026-01-25,pending,2923.95,CU963,C350,2024-06-21,active,retail,C350,vmiller@hotmail.com,Michael Brown,715-598-8911x5245,Egypt,Gouldton,"PSC 6745, Box 5582
APO AE 69047","Klein, Martinez and Armstrong",Editorial assistant,P82,magnam,Clothing,"Navarro, Lewis and Watson",1519.72
O2619,CU1219,2025-04-20,pending,1971.21,CU1219,C2880,2021-09-11,inactive,retail,C2880,manuel12@yahoo.com,Troy Miller,001-107-118-5868x1961,Egypt,South Erinmouth,"63997 Natasha Place
New Jameshaven, MT 83670",Jones Ltd,Tourism officer,P108,amet,Electronics,Lam LLC,4163.53
O2620,CU614,2024-06-09,shipped,7182.73,CU614,C857,2025-04-10,active,retail,C857,brownfrancisco@knight.com,David Hall,698.580.9263,Egypt,Bonniemouth,"695 Olivia Mission Suite 976
South Adamchester, MD 97741",Werner Group,Police officer,P117,est,Electronics,Cochran PLC,1540.08
O2621,CU1158,2024-07-20,shipped,799.6,CU1158,C1515,2022-06-18,active,corporate,C1515,jennifer77@knox-hanna.com,Christy Cummings,001-759-535-7307x0173,Egypt,Brianton,"9513 Joanna Estate
Lake Johnmouth, DE 41192",Bradley and Sons,Psychotherapist,P14,optio,Clothing,"Gutierrez, Frederick and Moore",2109.94
O2622,CU102,2025-05-02,shipped,4175.28,CU102,C176,2022-12-04,active,corporate,C176,veronicalove@gmail.com,Dana Schneider,+1-908-224-9246x4775,Egypt,Collinsburgh,"177 Newton Square
Mejiaton, AK 25769",Silva-Burke,"Nurse, children's",P355,laboriosam,Clothing,Lopez Inc,2236.97
O2623,CU1505,2024-11-14,shipped,2055.89,CU1505,C1718,2025-04-01,active,retail,C1718,xortiz@gmail.com,Robert Blackburn,1822525522,Egypt,North Brandonburgh,"811 Madden Parks
Reyesshire, UT 86995","Osborne, Merritt and Dudley",Graphic designer,P418,odit,Clothing,Ochoa-Ryan,1504.8
O2624,CU942,2025-07-14,shipped,9160.9,CU942,C2704,2024-03-25,active,retail,C2704,imurray@smith.com,Robert Mendez,+1-691-808-0227x57610,Egypt,Jamesborough,"032 Carpenter Isle
Lake Stephenstad, WY 04248","Gonzalez, Lee and Medina",Tourist information centre manager,P259,et,Clothing,"Callahan, Mathews and Roberts",1884.46
O2625,CU1065,2026-01-17,shipped,1047.83,CU1065,C1652,2021-08-22,inactive,corporate,C1652,hutchinsontaylor@williams.com,James Galloway,(035)814-9317x8431,Egypt,New Vicki,"94109 Cantu Points
Brittneyberg, WA 54339",Moon-Yu,"Psychotherapist, dance movement",P357,consectetur,Electronics,Mathews and Sons,4650.76
O2626,CU2234,2025-08-04,shipped,5318.87,CU2234,C1277,2021-12-24,inactive,corporate,C1277,jonesjohn@peterson.biz,Jennifer Lowery,(379)399-2867,Egypt,Lake Jimmy,"6954 Holly Coves Suite 682
Rodriguezchester, OH 30551",Hernandez Group,Personal assistant,P137,ex,Clothing,"Curtis, Stevens and Rogers",225.73
O2627,CU1020,2025-08-16,shipped,794.63,CU1020,C620,2023-01-03,active,corporate,C620,kerralexander@yahoo.com,Shawn Miller,4062369182,Egypt,Lake Ian,"636 Mary Club Suite 072
West Davidmouth, MT 96592",Edwards and Sons,Aeronautical engineer,P425,ut,Clothing,Young Inc,2714.68
O2628,CU91,2024-07-14,shipped,2403.35,CU91,C2418,2021-09-07,active,corporate,C2418,monique68@yahoo.com,Rachel Cervantes,642.139.6662x845,Egypt,Robertsstad,"USS Powell
FPO AA 66495","Chapman, Flores and Martinez",Health and safety inspector,P357,consectetur,Electronics,Mathews and Sons,4650.76
O2629,CU410,2026-04-29,pending,6694.05,CU410,C1542,2023-11-27,active,corporate,C1542,amandahunt@gardner-sparks.com,Ana Ellison,769.851.1356x864,Egypt,West Michaelport,"3437 Lisa Village Suite 449
Lake Brian, MT 32032",Sanders-Saunders,"Development worker, international aid",P136,perspiciatis,Electronics,"Frederick, Frederick and Randolph",2810.01
O2630,CU949,2025-12-20,shipped,3740.03,CU949,C2109,2021-10-31,inactive,corporate,C2109,brandon91@yahoo.com,John Robinson,001-581-368-9601,Egypt,Lake Vernon,"7828 Carla Plain
North John, MT 58107",Sullivan-Kirk,"Education officer, museum",P67,numquam,Food,Dominguez Inc,210.78
O2631,CU2769,2025-02-04,cancelled,4415.74,CU2769,C2443,2023-11-12,active,retail,C2443,douglasstrickland@raymond-ortiz.com,Gary Jackson,+1-733-926-8178x49779,Egypt,Lindaborough,"4716 Solomon Field Apt. 400
West Michaelhaven, KS 13755",Mcdonald-Fernandez,Chief Executive Officer,P140,veritatis,Electronics,"Yates, Hernandez and Glover",77.76
O2632,CU2643,2024-05-12,cancelled,4270.37,CU2643,C1092,2025-01-29,inactive,corporate,C1092,carrie92@gmail.com,Michael Waters,1533191464,Egypt,Beckerburgh,"395 Amy Hills Suite 298
Ericborough, ID 72196",Owen-Schmitt,Marine scientist,P278,deserunt,Electronics,"Welch, Brown and Anderson",4070.57
O2633,CU523,2025-12-17,cancelled,9351.3,CU523,C915,2022-01-16,inactive,retail,C915,patricia08@meyers-ortiz.net,Jason Harris,134.217.8476x9148,Egypt,Annehaven,"565 Porter Corners
North Gina, WY 65973","Dawson, Rojas and Hamilton","Scientist, research (life sciences)",P276,cumque,Electronics,Smith-Bennett,1921.8
O2634,CU2141,2026-02-11,cancelled,7573.35,CU2141,C461,2025-05-29,inactive,retail,C461,dale62@gmail.com,Aaron Mccoy,152.547.2358x01146,Egypt,North Susan,"805 Tyler Throughway
Nelsonport, WI 92901",Sawyer Inc,"Nurse, children's",P245,cumque,Clothing,"Carlson, Robinson and Bryant",4324.49
O2635,CU1194,2025-04-19,cancelled,3278.55,CU1194,C2807,2022-01-24,inactive,corporate,C2807,kathleensmith@ramos.com,Christina Wilson,+1-922-067-9983x1777,Egypt,New Mollyton,"USNS Hughes
FPO AA 16711",Adams-Wood,Fitness centre manager,P9,dolorum,Food,Foster-Mason,1107.99
O2636,CU1152,2026-03-01,cancelled,7010.83,CU1152,C2364,2024-08-28,active,retail,C2364,cynthia36@ramirez-phillips.com,Amy Martin,+1-282-705-5177x75775,Egypt,Reynoldsville,"25965 Mathis Neck
Port Janetberg, MD 75079",Walsh LLC,Insurance claims handler,P111,odit,Clothing,Hardin-Davis,2241.25
O2637,CU2980,2024-11-23,shipped,1519.51,CU2980,C1131,2023-04-24,active,retail,C1131,stephen60@murphy.com,Michael Schaefer,001-209-100-4089,Egypt,Simmonsside,"42928 Luke Mall Suite 448
Meganburgh, RI 70893","Chaney, Morris and Bell","Designer, fashion/clothing",P226,veniam,Clothing,Henry-Hall,4632.36
O2638,CU1542,2025-05-03,cancelled,6326.49,CU1542,C385,2026-01-11,inactive,corporate,C385,lisa89@hotmail.com,Denise Martin,893.210.8515x214,Egypt,Port Diane,"94491 Paul Key Suite 584
Jamesbury, IL 15169",Sullivan-Hunt,Recruitment consultant,P341,esse,Food,"Holden, Lawson and Davis",1241.67
O2639,CU1153,2024-06-08,cancelled,1805.28,CU1153,C1338,2025-08-18,inactive,retail,C1338,erin60@thompson.info,Jesus Arroyo,5725867668,Egypt,South Roseside,"6549 Robert Parkway Apt. 449
North Donald, MA 70566",Acevedo Ltd,Health promotion specialist,P158,quas,Clothing,Evans-Acevedo,538.56
O2640,CU1185,2024-09-30,pending,2496.85,CU1185,C233,2021-07-01,active,corporate,C233,crystalgilbert@dyer.org,Kristin Frey,001-779-682-7631x43050,Egypt,West Caroline,"0064 Amanda Skyway
South Anthony, GA 70570",Edwards-Carlson,"Engineer, electronics",P393,quae,Clothing,Gonzalez Group,2262.0
O2641,CU1529,2024-10-05,cancelled,8389.16,CU1529,C1952,2023-07-18,inactive,retail,C1952,elizabethrodriguez@jackson.com,Colleen Guerrero,337.869.5115,Egypt,Lake Jamesborough,"56877 Brandi Road
Jonesburgh, NC 61549",Wiley-Wallace,"Editor, magazine features",P453,cupiditate,Food,"Price, Parker and Price",1493.97
O2642,CU1947,2026-02-01,pending,244.72,CU1947,C2906,2022-11-02,inactive,retail,C2906,dominiqueyang@miller.com,Frederick Harris,994-197-5023x9147,Egypt,New Kenneth,"555 Jones Crossing
Tylerhaven, MA 53725",Villarreal-Harmon,"Conservation officer, historic buildings",P156,modi,Clothing,Curry-Lopez,3001.83
O2643,CU366,2025-08-20,pending,8451.87,CU366,C1867,2025-07-29,active,corporate,C1867,bcastillo@yahoo.com,Sara Richard,001-198-214-3624x69610,Egypt,Martinezshire,"1257 Friedman Mission Apt. 916
Tylerchester, WA 90632",Olson PLC,Risk manager,P314,dolorem,Food,"Ellis, Preston and Weber",627.21
O2644,CU246,2025-07-28,pending,2226.74,CU246,C1373,2022-07-24,active,corporate,C1373,christopher41@sanders.net,Larry Waters,884.613.4363,Egypt,Knoxland,"8894 David Garden
East Monica, VA 62250",Hoffman Ltd,Marine scientist,P339,aperiam,Electronics,"Vega, Briggs and Ramirez",1378.16
O2645,CU1195,2024-07-25,shipped,4484.56,CU1195,C732,2025-03-31,inactive,corporate,C732,zachary39@yahoo.com,Elizabeth Johnson,6219856088,Egypt,New Christine,"662 Manuel Inlet
North Tony, AZ 14731","Smith, Wilson and Perez",Retail banker,P89,hic,Food,"Brown, Webb and Boone",1475.18
O2646,CU2698,2025-06-19,pending,1013.6,CU2698,C1431,2024-01-13,inactive,retail,C1431,kennethjackson@hotmail.com,Elizabeth Hammond,+1-764-572-8385,Egypt,Andreaville,"892 Brian Stravenue
Port Richardville, DE 00674",Hart-Griffin,Learning mentor,P294,eaque,Electronics,"Washington, Watson and Ward",1312.36
O2647,CU1267,2024-08-17,cancelled,2611.27,CU1267,C2777,2025-07-08,inactive,retail,C2777,gardnerjessica@cross-thompson.net,Aaron Jones,888.216.3885,Egypt,Christopherland,"9867 Tiffany Port Suite 543
South Derektown, OR 28304",Huffman-Lewis,Youth worker,P359,dicta,Food,"Figueroa, Johns and Jones",4520.48
O2648,CU135,2024-12-21,shipped,5337.15,CU135,C2884,2021-05-25,active,retail,C2884,abradley@nunez.com,Tammy Rollins,(564)087-1335x9476,Egypt,Porterfort,"23066 Kathleen Mountains
Payneshire, DC 58975",Cruz Ltd,Fashion designer,P332,ullam,Clothing,White-Brown,275.24
O2649,CU1239,2024-06-16,cancelled,1457.76,CU1239,C2558,2024-06-07,active,retail,C2558,ahampton@hotmail.com,Tony Holmes,+1-534-423-7694,Egypt,Thompsonmouth,"537 Elizabeth Wall
North Charlesfort, NJ 80548",Peterson-Poole,Clinical psychologist,P435,amet,Electronics,"Rodriguez, Leon and Clayton",2939.01
O2650,CU1846,2024-06-17,shipped,946.68,CU1846,C2779,2022-11-25,active,retail,C2779,knappmelanie@hotmail.com,Courtney Shaw,001-864-306-5649x125,Egypt,North Daniel,"2738 Brittany Forks
Josehaven, OH 91738","Collins, Johnson and Russo",Jewellery designer,P330,debitis,Food,"Simmons, Pineda and Glass",88.36
O2651,CU85,2025-06-23,pending,9160.11,CU85,C1433,2025-08-06,inactive,retail,C1433,cpatterson@chavez.com,Leslie Friedman,(015)926-5218,Egypt,South Samuel,"Unit 2024 Box 3968
DPO AA 35087","Faulkner, Smith and Randolph","Journalist, broadcasting",P68,eos,Electronics,Trujillo-Young,4359.48
O2652,CU805,2026-03-19,shipped,8814.57,CU805,C464,2021-12-27,inactive,corporate,C464,jonesdavid@gonzales-mcmahon.org,Brooke Lee,001-377-663-4938x0622,Egypt,New Amanda,"Unit 1499 Box 0850
DPO AP 14826",Payne-Green,General practice doctor,P383,officiis,Electronics,"Thompson, Jenkins and Carter",348.07
O2653,CU160,2025-12-03,shipped,8385.31,CU160,C728,2021-05-03,inactive,corporate,C728,guy29@yahoo.com,Christine Young,395.144.2742x03785,Egypt,East Beth,"177 Vargas Fall Suite 187
North Cynthia, AZ 97578",Lawrence Ltd,Fisheries officer,P114,asperiores,Clothing,Hale PLC,1915.54
O2654,CU2950,2025-04-23,cancelled,4509.04,CU2950,C538,2021-05-30,inactive,corporate,C538,shawn34@atkinson-smith.com,Richard Rodriguez,295.286.8129,Egypt,Michelleport,"8073 Evans Hollow
Jonathanview, AZ 57435",Dunn Inc,Customer service manager,P302,nobis,Clothing,Garrison Group,2564.55
O2655,CU2622,2024-11-05,shipped,854.46,CU2622,C881,2023-09-30,active,corporate,C881,lancemckinney@hotmail.com,Christopher Conner,001-530-353-5818x168,Egypt,Clarkchester,"05803 Bryan Wells Apt. 046
Robertberg, MN 84735",Steele-Smith,Textile designer,P7,odio,Clothing,Cordova and Sons,548.62
O2656,CU926,2025-10-20,pending,9233.35,CU926,C685,2023-12-25,active,corporate,C685,vfuller@hotmail.com,Jeremy Huang,(085)464-6752,Egypt,Lake Loribury,"28709 Cassandra Fall
Carrieberg, IL 39530",Hood LLC,Sales executive,P372,commodi,Electronics,Rivers-Williams,3859.84
O2657,CU1073,2025-04-17,shipped,1836.39,CU1073,C740,2025-09-05,active,corporate,C740,lewiserica@yahoo.com,Jasmine Norman,001-695-900-1654,Egypt,Lynnmouth,"9040 Charles Fort Suite 628
Melissachester, KY 01394",Buckley Inc,"Engineer, chemical",P326,at,Electronics,Mcmahon-Duarte,4359.64
O2658,CU1064,2025-10-23,pending,8758.6,CU1064,C2035,2021-05-11,inactive,retail,C2035,oevans@gmail.com,Michael Williams,(721)782-3290x26848,Egypt,Dannymouth,"883 Jennifer Valley Apt. 870
South Marcusbury, VA 26542",Gibbs Group,"Conservator, museum/gallery",P235,iusto,Clothing,Bishop-Hamilton,538.32
O2659,CU2866,2024-09-16,pending,1767.76,CU2866,C1451,2024-09-08,inactive,retail,C1451,pparrish@jackson.info,Kathleen Young,(579)367-2815x6097,Egypt,Zamoraton,"779 Albert Shore Apt. 579
Hammondmouth, SC 78173","Jones, Watson and Austin",Social researcher,P135,deleniti,Clothing,Estrada PLC,245.93
O2660,CU1015,2025-05-03,cancelled,5862.34,CU1015,C1362,2023-02-14,inactive,corporate,C1362,jeremyparker@yahoo.com,Christian Ferguson,(818)020-8993x17406,Egypt,Martinezchester,"0990 Holly Overpass
South Yolanda, AK 79171","Weaver, West and Wright",Community development worker,P39,voluptatem,Food,Davis-Woods,4244.31
O2661,CU1794,2026-04-17,cancelled,2065.29,CU1794,C2229,2023-09-22,active,retail,C2229,hhaynes@gmail.com,Kelsey King,6506499922,Egypt,New Evelynbury,"PSC 5785, Box 7633
APO AA 15118",Williams Inc,Civil Service administrator,P111,odit,Clothing,Hardin-Davis,2241.25
O2662,CU1909,2025-08-30,pending,1340.16,CU1909,C488,2026-02-15,active,retail,C488,karamay@hotmail.com,Angela Rose,(946)109-0091x8131,Egypt,North Coreyberg,"0624 Mullins Alley Apt. 699
West Alejandrohaven, MO 57601",Warren LLC,English as a second language teacher,P445,ex,Electronics,Krause PLC,4003.2
O2663,CU2963,2026-04-01,cancelled,612.76,CU2963,C480,2023-04-05,inactive,retail,C480,jhensley@hill.com,Jeffrey Reid,945.695.5068x9188,Egypt,Patrickville,"3155 Watson Plaza Suite 282
South Dawnside, MD 02380","Jacobson, Williams and Rivas","Psychologist, educational",P87,tempore,Food,Smith-Wright,352.43
O2664,CU2414,2024-11-10,cancelled,204.77,CU2414,C1186,2026-01-09,inactive,corporate,C1186,francistina@yahoo.com,Laura Horton,447.486.0982x90410,Egypt,Lake Casey,"241 Norman Gateway Apt. 538
Mitchellmouth, AR 77489","Rosario, Fry and Brown","Development worker, international aid",P117,est,Electronics,Cochran PLC,1540.08
O2665,CU2657,2025-10-01,shipped,6868.25,CU2657,C2877,2025-04-11,active,corporate,C2877,tyler41@hotmail.com,Frank Walsh,222-112-9870x07521,Egypt,Cynthiabury,"0662 Gates Knoll Suite 757
Ericaview, FL 40320",Davis-Snyder,Rural practice surveyor,P89,hic,Food,"Brown, Webb and Boone",1475.18
O2666,CU2489,2026-01-12,pending,7278.48,CU2489,C120,2024-04-06,active,retail,C120,mandymanning@bell.net,Michelle Jenkins,+1-276-713-2461,Egypt,Jonesborough,"593 Johnson Corner
Port Davidhaven, CO 98559","Doyle, Miles and Wilson",Forest/woodland manager,P240,asperiores,Clothing,"Vargas, Morris and Adams",4723.75
O2667,CU1077,2024-08-20,pending,5063.0,CU1077,C2833,2024-05-07,active,retail,C2833,brownjacob@gmail.com,Christina Schmitt,(952)146-7145x0907,Egypt,Lake Jared,"599 Whitney Courts Apt. 090
Adkinstown, WI 19172",Andrews-Freeman,"Administrator, arts",P396,maiores,Clothing,Kelley-Michael,617.28
O2668,CU597,2025-10-19,pending,1754.26,CU597,C105,2025-10-26,active,corporate,C105,victoriacrawford@gmail.com,Deanna Bryant,150.148.8916x446,Egypt,East Karen,"6040 Mary Islands Apt. 149
Allenport, WV 75433",Zamora Inc,"Administrator, education",P453,cupiditate,Food,"Price, Parker and Price",1493.97
O2669,CU531,2026-04-05,shipped,2604.29,CU531,C981,2025-10-07,inactive,retail,C981,parsonstracy@green-guerrero.com,Danielle Yates,322.605.0998,Egypt,New Michaelburgh,"51973 Guerra Walks
Port Williamport, FL 78717",Santos-Watkins,Photographer,P260,earum,Food,"Moss, Garcia and Vargas",805.43
